ul060093.fits,61440,61753
ul060094.fits,61753,62066
ul060097.fits,63043,63355
ul060098.fits,63355,63669
ul060101.fits,64613,64926
ul060102.fits,64926,65239
ul060105.fits,66180,66492
ul060106.fits,66492,66805
ul060109.fits,67748,68060
ul060113.fits,69319,69632
ul060114.fits,69632,69945
ul060117.fits,70903,71215
ul060118.fits,71215,71528
ul060121.fits,72472,72784
ul060122.fits,72784,73098
ul060125.fits,74755,75067
ul060126.fits,75067,75381
