ul060112.fits,68839
ul060120.fits,71993
ul060128.fits,75846
ul060116.fits,70431
ul060103.fits,65250
ul060119.fits,71531
ul060108.fits,67276
ul060107.fits,66813
ul060123.fits,73827
ul060095.fits,62072
ul060099.fits,63684
ul060115.fits,69969
ul060096.fits,62534
ul060100.fits,64147
ul060104.fits,65713
ul060124.fits,74289
ul060127.fits,75383
ul060111.fits,68377
